JSON: {"text": "【北京清华大学】普通生物学", "url": "https://www.bilibili.com/video/BV1ns411B7g8/"}
JSON: {"text": "缝合怪警告！星露谷+宝可梦的双厨狂喜——《神奇生物学》！一款关于我（你？）上大学被导师PUA养动物干苦力的游戏", "url": "https://www.bilibili.com/video/BV1bq4y1u7qf/"}
JSON: {"text": "如何用生物学的方式来表达你对阮梅的喜欢？", "url": "https://www.bilibili.com/video/BV1wa4y1q7sf/"}
JSON: {"text": "【脑渲】生物学的基础想象力测试", "url": "https://www.bilibili.com/video/BV1fx4y1k7Sz/"}
JSON: {"text": "“博士乘组”开工啦！在轨进行空间辐射生物学装置出舱工作", "url": "https://www.bilibili.com/video/BV1yh4y1g768/"}
JSON: {"text": "生物学奇迹", "url": "https://www.bilibili.com/video/BV1UU4y1R7sH/"}
JSON: {"text": "用生物学诠释和生物学没关系的设定—【终远的威尔修】测评（下）", "url": "https://www.bilibili.com/video/BV1LL411Q7Pn/"}
JSON: {"text": "【高中生物选必1】免疫失调+免疫学应用（知识）|0基础救星！", "url": "https://www.bilibili.com/video/BV1Eg411r7MV/"}
JSON: {"text": "高一生物-助力期中考【期中真题演练-大题】", "url": "https://www.bilibili.com/video/BV1Dm4y1m716/"}
JSON: {"text": "缝合怪警告！星露谷+宝可梦的双厨狂喜——《神奇生物学》！一款关于我（你？）上大学被导师PUA养动物干苦力的游戏", "url": "https://www.bilibili.com/video/BV1bq4y1u7qf/"}
JSON: {"text": "如何用生物学的方式来表达你对阮梅的喜欢？", "url": "https://www.bilibili.com/video/BV1wa4y1q7sf/"}
JSON: {"text": "【脑渲】生物学的基础想象力测试", "url": "https://www.bilibili.com/video/BV1fx4y1k7Sz/"}
JSON: {"text": "“博士乘组”开工啦！在轨进行空间辐射生物学装置出舱工作", "url": "https://www.bilibili.com/video/BV1yh4y1g768/"}
JSON: {"text": "生物学奇迹", "url": "https://www.bilibili.com/video/BV1UU4y1R7sH/"}
JSON: {"text": "【生物统计学】生物统计学期末考试突击课", "url": "https://www.bilibili.com/video/BV1s14y1F7fF/"}
JSON: {"text": "好消息！在我的频道也可以学生物了！", "url": "https://www.bilibili.com/video/BV1QL4y1G7W8/"}
JSON: {"text": "动物界真实存在杀弱保强。这在生物学里叫“杀婴行为”。", "url": "https://www.bilibili.com/video/BV1BK4y167YF/"}
JSON: {"text": "肿瘤分子生物学专家、中国工程院院士顾健人，于2022年9月27日病逝。顾健人是中国癌相关基因及基因治疗研究的奠基人之一，提出肿瘤是一种系统性疾病的概念。他非常关", "url": "https://www.bilibili.com/video/BV1SW4y1Y7xx/"}
JSON: {"text": "【推荐课程】山东大学生物信息学（高清原版课程带全套课件）", "url": "https://www.bilibili.com/video/BV13t411372E/"}
JSON: {"text": "普通生物学考研最最最精华知识点带背！！！（陈阅增 第四版）", "url": "https://www.bilibili.com/video/BV1GU4y1M79v/"}
JSON: {"text": "干货 | 高中生物学考知识点总结（完整版）！", "url": "https://www.bilibili.com/video/BV1Yh41147YR/"}
JSON: {"text": "逆袭!40岁凤姐入读名校！学习分子生物学和微积分", "url": "https://www.bilibili.com/video/BV1YY4y1g7FL/"}
JSON: {"text": "肿瘤分子生物学专家、中国工程院院士顾健人，于2022年9月27日病逝。顾健人是中国癌相关基因及基因治疗研究的奠基人之一，提出肿瘤是一种系统性疾病的概念。他非常关", "url": "https://www.bilibili.com/video/BV1SW4y1Y7xx/"}
JSON: {"text": "【推荐课程】山东大学生物信息学（高清原版课程带全套课件）", "url": "https://www.bilibili.com/video/BV13t411372E/"}
JSON: {"text": "普通生物学考研最最最精华知识点带背！！！（陈阅增 第四版）", "url": "https://www.bilibili.com/video/BV1GU4y1M79v/"}
JSON: {"text": "干货 | 高中生物学考知识点总结（完整版）！", "url": "https://www.bilibili.com/video/BV1Yh41147YR/"}
JSON: {"text": "逆袭!40岁凤姐入读名校！学习分子生物学和微积分", "url": "https://www.bilibili.com/video/BV1YY4y1g7FL/"}
JSON: {"text": "丧尸的生物学解释（机翻熟）", "url": "https://www.bilibili.com/video/BV1Fw411N78v/"}
JSON: {"text": "高中生物学危险程度", "url": "https://www.bilibili.com/video/BV1iu411H7oY/"}
JSON: {"text": "【十分钟生物学】1.1 孟德尔的豌豆杂交实验（一）-1", "url": "https://www.bilibili.com/video/BV1vX4y1G78g/"}
JSON: {"text": "【高中生物必修1】走进细胞 题型总结！", "url": "https://www.bilibili.com/video/BV1vV4y1p7L1/"}
JSON: {"text": "用生物学来看奥特曼？ 奥特曼水生怪兽现实原型！ 初代奥特曼篇", "url": "https://www.bilibili.com/video/BV1H8411d7MV/"}
JSON: {"text": "【哈尔滨医科大学】医学微生物学【带字幕】", "url": "https://www.bilibili.com/video/BV1Y3411U7hF/"}
JSON: {"text": "【高中生物3D动画】从DNA到蛋白质（转录，翻译）", "url": "https://www.bilibili.com/video/BV1xb4114722/"}
JSON: {"text": "德国生物学博士3块3的伙食费 在德国大学食堂里能吃啥？", "url": "https://www.bilibili.com/video/BV1uC411Y7on/"}
JSON: {"text": "制药专业转行老师，不建议学生学生物制药", "url": "https://www.bilibili.com/video/BV18a41127E4/"}
JSON: {"text": "想学生物、同声传译，张雪峰拯救了一个670分学霸", "url": "https://www.bilibili.com/video/BV1uN4y1m7mx/"}
JSON: {"text": "高中生物学危险程度", "url": "https://www.bilibili.com/video/BV1iu411H7oY/"}
JSON: {"text": "【十分钟生物学】1.1 孟德尔的豌豆杂交实验（一）-1", "url": "https://www.bilibili.com/video/BV1vX4y1G78g/"}
JSON: {"text": "【高中生物必修1】走进细胞 题型总结！", "url": "https://www.bilibili.com/video/BV1vV4y1p7L1/"}
JSON: {"text": "用生物学来看奥特曼？ 奥特曼水生怪兽现实原型！ 初代奥特曼篇", "url": "https://www.bilibili.com/video/BV1H8411d7MV/"}
JSON: {"text": "【哈尔滨医科大学】医学微生物学【带字幕】", "url": "https://www.bilibili.com/video/BV1Y3411U7hF/"}
JSON: {"text": "【高中生物3D动画】从DNA到蛋白质（转录，翻译）", "url": "https://www.bilibili.com/video/BV1xb4114722/"}
JSON: {"text": "德国生物学博士3块3的伙食费 在德国大学食堂里能吃啥？", "url": "https://www.bilibili.com/video/BV1uC411Y7on/"}
JSON: {"text": "制药专业转行老师，不建议学生学生物制药", "url": "https://www.bilibili.com/video/BV18a41127E4/"}
JSON: {"text": "想学生物、同声传译，张雪峰拯救了一个670分学霸", "url": "https://www.bilibili.com/video/BV1uN4y1m7mx/"}
JSON: {"text": "【求臻24版】细胞生物学考研基础+强化 翟中和第四版 丁明孝第五版均适用", "url": "https://www.bilibili.com/video/BV1m44y1975B/"}
JSON: {"text": "德国生物学博士3块5 在德国大学食堂里能吃啥？", "url": "https://www.bilibili.com/video/BV1t5411i7wK/"}
JSON: {"text": "“自从学了生物竞赛，高考生物越学越差！”| 有哪些事情，是你学过生物竞赛后发现的……", "url": "https://www.bilibili.com/video/BV1Ub4y1j7PG/"}
JSON: {"text": "《生物化学与分子生物学》- 全145讲前100讲 - 杨广笑 华中科技大学", "url": "https://www.bilibili.com/video/BV16J411J7RC/"}
JSON: {"text": "初中生物学中考实验操作演示 - 观察双子叶植物种子（芸豆）的结构", "url": "https://www.bilibili.com/video/BV1CY4y1r7HV/"}
JSON: {"text": "中医没有微生物学最初非典不让中医参加", "url": "https://www.bilibili.com/video/BV17j421Z7tT/"}
JSON: {"text": "20分钟搞定有丝分裂！| 知识【高中生物必修1】", "url": "https://www.bilibili.com/video/BV1jK411q746/"}
JSON: {"text": "神经生物学概论[复旦大学·俞洪波]", "url": "https://www.bilibili.com/video/BV1Hg4y1z7p1/"}
JSON: {"text": "沉浸式做实验|手把手教你学会构建质粒·分子克隆入门", "url": "https://www.bilibili.com/video/BV19W4y1X79X/"}
JSON: {"text": "尖端生物学如何"复活"冰冻大脑？用干细胞和脑科学解释《三体》云天明的宇宙奥德赛", "url": "https://www.bilibili.com/video/BV1EM41127QN/"}
JSON: {"text": "烤雀儿学生物课 Cardi B:我从不拿她的教育开玩笑", "url": "https://www.bilibili.com/video/BV1aT411Q7pk/"}
JSON: {"text": "初中生物学中考实验操作演示 - 观察双子叶植物种子（芸豆）的结构", "url": "https://www.bilibili.com/video/BV1CY4y1r7HV/"}
JSON: {"text": "中医没有微生物学最初非典不让中医参加", "url": "https://www.bilibili.com/video/BV17j421Z7tT/"}
JSON: {"text": "20分钟搞定有丝分裂！| 知识【高中生物必修1】", "url": "https://www.bilibili.com/video/BV1jK411q746/"}
JSON: {"text": "神经生物学概论[复旦大学·俞洪波]", "url": "https://www.bilibili.com/video/BV1Hg4y1z7p1/"}
JSON: {"text": "沉浸式做实验|手把手教你学会构建质粒·分子克隆入门", "url": "https://www.bilibili.com/video/BV19W4y1X79X/"}
JSON: {"text": "尖端生物学如何"复活"冰冻大脑？用干细胞和脑科学解释《三体》云天明的宇宙奥德赛", "url": "https://www.bilibili.com/video/BV1EM41127QN/"}
JSON: {"text": "烤雀儿学生物课 Cardi B:我从不拿她的教育开玩笑", "url": "https://www.bilibili.com/video/BV1aT411Q7pk/"}
JSON: {"text": "外刊逐句精读｜《经济学人》：诺贝尔生理学奖与神奇的「第六感」｜CATTI一级译员外刊精读｜MTI考研备考实用表达", "url": "https://www.bilibili.com/video/BV1bh411b7mZ/"}
JSON: {"text": "你可能不知道的莓莓的10件事!!!【秋风麦块生物学】", "url": "https://www.bilibili.com/video/BV1H44y1o7Ys/"}
JSON: {"text": "开学考来了，假期却带走了记忆~别怕！高一生物-助力开学考（上）", "url": "https://www.bilibili.com/video/BV1kY411D771/"}
JSON: {"text": "高二生物-助力开学考【植物激素 种群 群落】", "url": "https://www.bilibili.com/video/BV1Je4y1N72D/"}
JSON: {"text": "你可能不知道的莓莓的10件事!!!【秋风麦块生物学】", "url": "https://www.bilibili.com/video/BV1H44y1o7Ys/"}
JSON: {"text": "开学考来了，假期却带走了记忆~别怕！高一生物-助力开学考（上）", "url": "https://www.bilibili.com/video/BV1kY411D771/"}
JSON: {"text": "高二生物-助力开学考【植物激素 种群 群落】", "url": "https://www.bilibili.com/video/BV1Je4y1N72D/"}
JSON: {"text": "【救救小河】生物学教授对小河现状的看法", "url": "https://www.bilibili.com/video/BV1z8411p7fQ/"}
JSON: {"text": "德国生物学博士2块7 在德国大学食堂里能吃啥？", "url": "https://www.bilibili.com/video/BV1mK411x7fF/"}
JSON: {"text": "[反讽]感谢日本排放核污水，佐证了很多生物学观点！", "url": "https://www.bilibili.com/video/BV1zC4y1P7rt/"}
JSON: {"text": "用生物学来看奥特曼?鉴定下布莱泽奥特曼里的怪兽原型！", "url": "https://www.bilibili.com/video/BV1sZ4y1n7L7/"}
JSON: {"text": "献给明天就要参加全国生物学奥赛的中学生朋友", "url": "https://www.bilibili.com/video/BV1AM4y1t766/"}
JSON: {"text": "【植物生理学】叶片内部光合作用", "url": "https://www.bilibili.com/video/BV1Hk4y1T7fZ/"}
JSON: {"text": "【EVA】即使满是伤痕，仍以最大的善意对待他人！！eva形而上生物学、哲学分析！！", "url": "https://www.bilibili.com/video/BV1mB4y1Y7Xx/"}
JSON: {"text": "神经生物学实验牛蛙坐骨神经", "url": "https://www.bilibili.com/video/BV1N7411H7cd/"}
JSON: {"text": "Cell：重磅！从真菌微生物组重新定义癌症", "url": "https://www.bilibili.com/video/BV1he4y1q7Tk/"}
JSON: {"text": "听歌也能学生物？太卷了吧", "url": "https://www.bilibili.com/video/BV1LW4y1h76E/"}
JSON: {"text": "病毒越变越强了？听学分子生物学的曹操给你讲", "url": "https://www.bilibili.com/video/BV1DG4y1w7ti/"}
JSON: {"text": "用生物学来看奥特曼?鉴定下布莱泽奥特曼里的怪兽原型！", "url": "https://www.bilibili.com/video/BV1sZ4y1n7L7/"}
JSON: {"text": "献给明天就要参加全国生物学奥赛的中学生朋友", "url": "https://www.bilibili.com/video/BV1AM4y1t766/"}
JSON: {"text": "【植物生理学】叶片内部光合作用", "url": "https://www.bilibili.com/video/BV1Hk4y1T7fZ/"}
JSON: {"text": "【EVA】即使满是伤痕，仍以最大的善意对待他人！！eva形而上生物学、哲学分析！！", "url": "https://www.bilibili.com/video/BV1mB4y1Y7Xx/"}
JSON: {"text": "神经生物学实验牛蛙坐骨神经", "url": "https://www.bilibili.com/video/BV1N7411H7cd/"}
JSON: {"text": "Cell：重磅！从真菌微生物组重新定义癌症", "url": "https://www.bilibili.com/video/BV1he4y1q7Tk/"}
JSON: {"text": "听歌也能学生物？太卷了吧", "url": "https://www.bilibili.com/video/BV1LW4y1h76E/"}
JSON: {"text": "病毒越变越强了？听学分子生物学的曹操给你讲", "url": "https://www.bilibili.com/video/BV1DG4y1w7ti/"}
JSON: {"text": "【生物】蛋白质的合成（翻译）过程 自制中英字幕", "url": "https://www.bilibili.com/video/BV1uS4y1b7R7/"}
JSON: {"text": "有一个精通生物学的朋友是种什么体验？", "url": "https://www.bilibili.com/video/BV1Vq4y1Z75Z/"}
JSON: {"text": "爆笑盘点国产烂剧中的“生物学奇迹”，负4岁生娃不是梦！", "url": "https://www.bilibili.com/video/BV1sK4y1S7TA/"}
JSON: {"text": "你们天生大聪明，却在高速路上拥堵，我无奈被逼到一条小路，却发现这里一片坦途！", "url": "https://www.bilibili.com/video/BV1Mv4y1779k/"}
JSON: {"text": "有一个精通生物学的朋友是种什么体验？", "url": "https://www.bilibili.com/video/BV1Vq4y1Z75Z/"}
JSON: {"text": "爆笑盘点国产烂剧中的“生物学奇迹”，负4岁生娃不是梦！", "url": "https://www.bilibili.com/video/BV1sK4y1S7TA/"}
JSON: {"text": "你们天生大聪明，却在高速路上拥堵，我无奈被逼到一条小路，却发现这里一片坦途！", "url": "https://www.bilibili.com/video/BV1Mv4y1779k/"}
JSON: {"text": "初二生物上册 八年级生物上册 人教版 同步教程 2021新版 初中生物8年级生物上册八年级上册8年级上册生物初二生物初2生物上册人教版生物学", "url": "https://www.bilibili.com/video/BV1vG41137kb/"}
JSON: {"text": "初中生物 济南版 八年级上册 教学视频 初二生物学 8年级上册 八年级 上册 8年级 下册", "url": "https://www.bilibili.com/video/BV1V3411r7L1/"}
JSON: {"text": "光合作用基础题及色素提取和分离实验 | 题型总结【高中生物必修1】", "url": "https://www.bilibili.com/video/BV1G24y1D7Lp/"}
JSON: {"text": "AI设计地球上不存在的全新蛋白质 万物皆可编程 生物学也进入编程时代#人工智能 #蛋白质设计 #黑科", "url": "https://www.bilibili.com/video/BV1hb4y1M7eZ/"}
JSON: {"text": "【泰拉生物学】带你深度了解泰拉种族——温迪戈", "url": "https://www.bilibili.com/video/BV1ve4y127ti/"}
JSON: {"text": "细胞呼吸 基础题型就这么考！ | 题型总结【高中生物必修1】", "url": "https://www.bilibili.com/video/BV1b24y1k71e/"}
JSON: {"text": "初中生物 济南版 八年级上册 教学视频 初二生物学 8年级上册 八年级 上册 8年级 下册", "url": "https://www.bilibili.com/video/BV1V3411r7L1/"}
JSON: {"text": "光合作用基础题及色素提取和分离实验 | 题型总结【高中生物必修1】", "url": "https://www.bilibili.com/video/BV1G24y1D7Lp/"}
JSON: {"text": "AI设计地球上不存在的全新蛋白质 万物皆可编程 生物学也进入编程时代#人工智能 #蛋白质设计 #黑科", "url": "https://www.bilibili.com/video/BV1hb4y1M7eZ/"}
JSON: {"text": "【泰拉生物学】带你深度了解泰拉种族——温迪戈", "url": "https://www.bilibili.com/video/BV1ve4y127ti/"}
JSON: {"text": "细胞呼吸 基础题型就这么考！ | 题型总结【高中生物必修1】", "url": "https://www.bilibili.com/video/BV1b24y1k71e/"}
